DrugName,binding_energy,TPSA,molecular_weight,XLogPs-AA,HBD,HBA,n_ROTB,n_benzene_ring,n_single_bond,n_double_bond,n_h,n_c,n_n,n_o,n_f
c1cc(cc(c1)Cl)CC(=O)Nc2c3c(cccc3F)n[nH]2,7.087478795662057,57.78,303.724,3.536600000000001,2,2,3,3,6,1,11,15,3,1,1
c1cc(cc(c1)Cl)CC(=O)Nc2c3c(cccn3)n[nH]2,7.00436480540245,70.67,286.722,2.7924999999999995,2,3,3,3,5,1,11,14,4,1,0
c1cc(cc(c1)Cl)CC(=O)Nc2c3c(ccnc3Br)[nH]n2,7.00436480540245,70.67,365.618,3.5550000000000006,2,3,3,3,6,1,10,14,4,1,0
c1cc(cc(c1)Cl)CC(=O)Nc2c3cc(ccc3[nH]n2)F,7.052644643155996,57.78,303.724,3.536600000000001,2,2,3,3,6,1,11,15,3,1,1
c1cc(cc(c1)Cl)CC(=O)Nc2c3ccc(cc3n[nH]2)F,7.038632452965352,57.78,303.724,3.536600000000001,2,2,3,3,6,1,11,15,3,1,1
c1cc(cc(c1)Cl)CC(=O)Nc2c3cnccc3[nH]n2,7.00436480540245,70.67,286.72200000000004,2.7924999999999995,2,3,3,3,5,1,11,14,4,1,0
c1cc(cc(c1)Cl)CC(=O)Nc2c[nH]nc2,7.00436480540245,57.78,235.67400000000004,2.244299999999999,2,2,3,2,5,1,10,11,3,1,0
c1cc(cc(c1)Cl)CC(=O)Nc2cccc3c2[nH]nc3,7.00436480540245,57.78,285.734,3.3975,2,2,3,3,5,1,12,15,3,1,0
c1cc(cc(c1)Cl)CC(=O)Nc2cccc3c2cn[nH]3,7.627034448357264,57.78,285.734,3.397500000000001,2,2,3,3,5,1,12,15,3,1,0
c1cc(cc(c1)Cl)CC(=O)Nc2cccnc2,7.00436480540245,41.99,246.69700000000003,2.9162,1,2,3,2,5,1,11,13,2,1,0
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2CCC3,8.332648406822617,41.99,286.7620000000001,3.4049000000000014,1,2,3,2,9,1,15,16,2,1,0
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2CCCC3,8.734734025239023,41.99,300.78900000000016,3.7950000000000017,1,2,3,2,10,1,17,17,2,1,0
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2CCCN3,8.39367160214145,54.02,301.7770000000001,3.2743,2,3,3,2,10,1,16,16,3,1,0
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2OCCC3,8.006305745097036,51.22,302.76100000000014,3.241200000000001,1,3,3,2,10,1,15,16,2,2,0
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2[nH]cn3,8.098708820720123,70.67,286.722,2.7924999999999995,2,3,3,3,5,1,11,14,4,1,0
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cccc3Cl,7.00436480540245,41.99,331.202,4.722800000000002,1,2,3,3,6,1,12,17,2,1,0
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cccn3,7.237118890427688,54.88,297.745,3.4644000000000013,1,3,3,3,5,1,12,16,3,1,0
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2ccnc3,8.430751257697263,54.88,297.745,3.4644000000000013,1,3,3,3,5,1,12,16,3,1,0
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cncc3,8.671518296488243,54.88,297.745,3.4644000000000013,1,3,3,3,5,1,12,16,3,1,0
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2nccc3,8.206261772405188,54.88,297.745,3.4644000000000013,1,3,3,3,5,1,12,16,3,1,0
c1cc(cc(c1)Cl)CC(=O)Nc2cnccc2C3CC3,8.130887195357168,41.99,286.7620000000001,3.7936000000000014,1,2,4,2,9,1,15,16,2,1,0
c1cc(cc(c1)Cl)CC(=O)n2c3cc(ccc3c(n2)N)F,7.00436480540245,60.91,303.724,3.2939000000000007,1,4,2,3,6,1,11,15,3,1,1
c1cc(cc(c1)Cl)CC(=O)n2c3ccc(cc3c(n2)N)F,7.025943491890401,60.91,303.724,3.2939000000000007,1,4,2,3,6,1,11,15,3,1,1
c1cc(cc(c1)Cl)CC(=O)n2c3cccc(c3c(n2)N)F,7.278635807031864,60.91,303.724,3.2939000000000007,1,4,2,3,6,1,11,15,3,1,1
c1cc(cc(c1)Cl)CC(=O)n2c3cccnc3c(n2)N,7.00436480540245,73.8,286.72200000000004,2.549799999999999,1,5,2,3,5,1,11,14,4,1,0
c1cc(cc(c1)Cl)CC(Cn2cncn2)O,7.00436480540245,50.94,237.69000000000003,1.535099999999999,1,4,4,2,6,0,12,11,3,1,0
c1cc(cc(c1)Cl)CCCn2ccnc2C#N,7.00436480540245,41.61,245.713,3.040980000000001,0,3,4,2,6,0,12,13,3,0,0
c1cc(cc(c1)Cl)CCn2ccnc2C#N,7.00436480540245,41.61,231.686,2.65088,0,3,3,2,5,0,10,12,3,0,0
c1cc(cc(c1)Cl)CN2CC3CC2CN3C(=O)CCl,9.18345634718646,23.55,299.201,2.3639,0,2,3,1,14,1,16,14,2,1,0
c1cc(cc(c1)Cl)CN2CCN(C2=O)c3c4cn[nH]c4ccn3,8.536462781561836,65.12,327.775,3.0535000000000005,1,3,3,3,9,1,14,16,5,1,0
c1cc(cc(c1)Cl)CN2CCN(CC2)C(=O)CCl,9.263246359093277,23.55,287.18999999999994,2.223,0,2,3,1,12,1,16,13,2,1,0
c1cc(cc(c1)Cl)N(CCC2CCCCC2)C(=O)Nc3cccnc3,8.481439127226158,45.230000000000004,357.88499999999993,5.7439000000000044,1,2,5,2,14,1,24,20,3,1,0
c1cc(cc(c1)Cl)N(CCN2CCOCC2)C(=O)Nc3cccnc3,7.00436480540245,57.7,360.84499999999997,3.1057000000000015,1,4,5,2,14,1,21,18,4,2,0
c1cc(cc(c1)Cl)N2C(=O)C(NC2=O)c3cccnc3,7.237708474777066,62.300000000000004,287.706,2.5325000000000006,1,3,2,2,8,2,10,14,3,2,0
c1cc(cc(c1)Cl)N2CCN(CC2)C(=O)c3cc(=O)cc[nH]3,7.229668317901562,56.410000000000004,317.77599999999995,1.9907,1,3,2,2,10,2,16,16,3,2,0
c1cc(cc(c1)Cl)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cc(cc4)F,7.00436480540245,90.55000000000001,449.8910000000002,2.4673000000000007,1,4,3,3,12,4,17,20,3,4,1
c1cc(cc(c1)N2CCCC2=O)NC(=O)CCl,7.00436480540245,49.410000000000004,252.70099999999996,1.9906999999999995,1,2,3,1,10,2,13,12,2,2,0
c1cc(cc(c1)N2CCCNC2=O)C(=O)N3CCC(CC3)C4CCNC4,7.00436480540245,64.68,356.47000000000014,2.0679999999999996,2,3,3,1,21,2,28,20,4,2,0
c1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl)F,8.693883761489538,57.690000000000005,320.77299999999997,0.8974000000000001,0,3,3,1,12,3,14,12,2,3,1
c1cc(ccc1/C(=C(\C#N)/C(=O)Nc2ccc(cc2)F)/O)Cl,9.631521230484212,73.12,316.71900000000005,3.9104800000000015,2,3,3,2,8,2,10,16,2,2,1
c1cc(ccc1CN2CCC(CC2)C3CCNC3)C#N,8.866264310613598,39.06,269.39199999999994,2.3797800000000002,1,3,3,1,15,0,23,17,3,0,0
c1cc(ccc1N2CCC(CC2)N3CCCCCC3)S(=O)(=O)N,7.802497301200972,66.64,337.489,2.1788,1,4,3,1,17,2,27,17,3,2,0
c1cc(ccc1N2CCC(CC2)[C@@H]3CCCO3)S(=O)(=O)N,7.00436480540245,72.63,310.419,1.7293999999999998,1,4,3,1,15,2,22,15,2,3,0
c1cc(ccc1NC2CCN(CC2)c3ccc(cc3)S(=O)(=O)N)F,7.4065100535980655,75.43,349.43100000000004,2.5540000000000003,2,4,4,2,12,2,20,17,3,2,1
c1cc(ccc1c2nnc(o2)Sc3ncc(s3)[N+](=O)[O-])Cl,9.49611840987547,94.95,340.773,3.905900000000001,0,8,4,3,6,1,5,11,4,3,0
c1cc(ccc1n2cnnc2)N(Cc3ccsc3)C(=O)Cn4cc(nn4)CN,7.00436480540245,107.75,394.46400000000017,1.6123999999999998,1,9,7,4,9,1,18,18,8,1,0
c1cc(cnc1)NC(=O)NC2(CC2)C#Cc3c[nH]cn3,7.351296752211994,82.7,267.292,1.5105,3,3,2,2,9,1,13,14,5,1,0
c1cc(cnc1)c2ccnc(n2)Sc3ncc(s3)[N+](=O)[O-],8.842556138203204,94.7,317.355,3.054500000000001,0,8,4,3,5,1,7,12,5,2,0
c1cc(sc1)C(=O)n2c(c(cn2)C#N)C3CC3,9.439879187707378,58.68,243.29099999999997,2.38218,0,5,2,2,7,1,9,12,3,1,0
c1cc(sc1)C2=N/C(=C\c3ccc(s3)N4CCOCC4)/C(=O)O2,9.15108549586765,51.129999999999995,346.4330000000002,2.9907000000000012,0,7,3,2,13,3,14,16,2,3,0
c1cc(sc1)CN2CCN(CC2)C(=O)CCl,8.47933525956051,23.55,258.77399999999994,1.6310999999999998,0,3,3,1,11,1,15,11,2,1,0
c1cc(sc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,9.254500617165023,57.690000000000005,308.812,0.8197999999999999,0,4,3,1,11,3,13,10,2,3,0
c1cc(sc1)c2cc([nH]n2)N3CCN(CC3)C(=O)Cc4ccsc4,7.106745802692798,52.230000000000004,358.492,3.091000000000001,1,5,4,3,11,1,18,17,4,1,0
c1cc2c(c([nH]n2)NC(=O)C3CCOc4c3cc(cc4)Cl)nc1,7.00436480540245,79.9,328.75899999999996,3.116100000000001,2,4,2,3,9,1,13,16,4,2,0
c1cc2c(c(c1)Br)N(C(=O)C2=O)Cc3ccc(cc3)Br,9.314486963845384,37.38,395.04999999999995,3.9411000000000014,0,2,2,2,8,2,9,15,1,2,0
c1cc2c(c(c1)Br)N(C(=O)C2=O)Cc3ccc(cc3F)C#N,7.844953007820698,61.17,359.154,3.1893800000000017,0,3,2,2,9,2,8,16,2,2,1
c1cc2c(c(c1)Br)NC(=O)C2=O,7.365384895185761,46.17,226.02899999999997,1.5838999999999994,1,2,0,1,5,2,4,8,1,2,0
c1cc2c(c(c1)F)OCCC2C(=O)Nc3nncn3C4CC4,7.00436480540245,69.03999999999999,302.3090000000001,2.2569,1,5,3,2,13,1,15,15,4,2,1
c1cc2c(c(c1)F)c([nH]n2)NC(=O)C3CCOc4c3cc(cc4)Cl,7.00436480540245,67.01,345.76099999999997,3.8602000000000016,2,3,2,3,10,1,13,17,3,2,1
c1cc2c(cc1Br)C(=O)C(=O)N2,7.518805463137568,46.17,226.02899999999997,1.5839,1,2,0,1,5,2,4,8,1,2,0
c1cc2c(cc1Br)C(=O)C(=O)N2Cc3ncon3,8.420846322745742,76.30000000000001,308.09099999999995,1.5615999999999999,0,5,2,2,7,2,6,11,3,3,0
c1cc2c(cc1C(=O)N3CCC(CC3)C4CCNC4)CCC(=O)N2,7.00436480540245,61.440000000000005,327.42800000000005,2.0330000000000004,2,3,2,1,19,2,25,19,3,2,0
c1cc2c(cc1C(=O)N3CCC(CC3)C4CCNC4)nc([nH]2)C(F)F,7.00436480540245,61.02,348.39699999999993,2.9622,2,3,3,2,17,1,22,18,4,1,2
c1cc2c(cc1CC(=O)NC3(CC3)CNC(=O)c4cnc[nH]4)[nH]c(=O)[nH]2,7.563875158246788,135.52999999999997,354.36999999999995,0.2005999999999994,5,4,6,3,11,3,18,17,6,3,0
c1cc2c(cc1Cl)C(CCO2)C(=O)NC3CCNC(=O)C3,7.00436480540245,67.43,308.765,1.6008999999999995,2,3,2,1,15,2,17,15,2,3,0
c1cc2c(cc1Cl)C(CCO2)C(=O)Nc3c4c(ccnc4Br)[nH]n3,7.129755046904615,79.89999999999999,407.655,3.8786000000000014,2,4,2,3,10,1,12,16,4,2,0
c1cc2c(cc1Cl)C(CCO2)C(=O)Nc3cc[nH]c(=O)c3,7.00436480540245,71.19,304.733,2.5330999999999992,2,3,2,2,9,2,13,15,2,3,0
c1cc2c(cc1Cl)C(CCO2)C(=O)Nc3cnccc3CO,7.178153793038874,71.45,318.76000000000005,2.7321000000000004,2,4,3,2,11,1,15,16,2,3,0
c1cc2c(cc1Cl)C(CCO2)C(=O)Nc3nncn3C4CC4,7.00436480540245,69.03999999999999,318.76400000000007,2.7712000000000003,1,5,3,2,13,1,15,15,4,2,0
c1cc2c(cc1Cl)C(CCO2)C(=O)n3c4ccncc4c(n3)N,7.021164616879572,83.03,328.759,2.8733999999999993,1,6,1,3,9,1,13,16,4,2,0
c1cc2c(cc1Cl)[C@@H](CCO2)C(=O)Nc3nncn3C4CC4,7.00436480540245,69.03999999999999,318.76400000000007,2.7712000000000003,1,5,3,2,13,1,15,15,4,2,0
c1cc2c(cc1Cl)[C@@H](CO2)C(=O)Nc3cnccc3CO,7.735466367502777,71.45,304.73300000000006,2.342,2,4,3,2,10,1,13,15,2,3,0
c1cc2c(cc1Cl)[C@H](CCO2)C(=O)Nc3cncc4c3ccnc4,8.889052607095097,64.11,339.78200000000004,3.788000000000001,1,4,2,3,9,1,14,18,3,2,0
c1cc2c(cc1Cl)[C@H](CCO2)C(=O)Nc3cncc4c3cncc4,9.11507073840193,64.11,339.78200000000004,3.788000000000001,1,4,2,3,9,1,14,18,3,2,0
c1cc2c(cc1Cl)[C@H](CCO2)C(=O)Nc3nncn3C4CC4,7.00436480540245,69.03999999999999,318.76400000000007,2.7712000000000003,1,5,3,2,13,1,15,15,4,2,0
c1cc2c(cc1F)n(nc2N)C(=O)C3CCOc4c3cc(cc4)Cl,7.273667413045183,70.14,345.76099999999997,3.6175000000000015,1,5,1,3,10,1,13,17,3,2,1
c1cc2c(cc1F)n[nH]c2NC(=O)C3CCOc4c3cc(cc4)Cl,7.00436480540245,67.01,345.7610000000001,3.8602000000000016,2,3,2,3,10,1,13,17,3,2,1
c1cc2c(cc1OCCF)C(=O)C(=O)N2,7.344502517251163,55.400000000000006,209.176,1.1697,1,3,3,1,8,2,8,10,1,3,1
c1cc2c(cc1S(=O)(=O)N)CN(CC2)CC3CCN(CC3)C(=O)CCl,7.505293327335103,83.71000000000001,385.91700000000014,1.1695000000000004,1,4,4,1,18,3,24,17,3,3,0
c1cc2c(cc1[N+](=O)[O-])C(=O)C(=O)N2CC(=O)O,7.00436480540245,117.82000000000001,250.16599999999997,0.20870000000000027,1,5,3,1,9,4,6,10,2,6,0
c1cc2cn[nH]c2c(c1)NC(=O)C3CCOc4c3cc(cc4)Cl,7.00436480540245,67.01,327.77099999999996,3.7211000000000016,2,3,2,3,9,1,14,17,3,2,0
c1cc2cncc(c2cc1F)NC(=O)C3CCOc4c3cc(cc4)Cl,9.328602041045182,51.22,356.784,4.5321000000000025,1,3,2,3,10,1,14,19,2,2,1
c1cc2cncc(c2cc1F)NC(=O)[C@@H]3CCOc4c3cc(cc4)Cl,9.577174832479129,51.22,356.784,4.5321000000000025,1,3,2,3,10,1,14,19,2,2,1
c1ccc(c(c1)CCS(=O)(=O)N)CN2CCN(CC2)C(=O)CCl,9.078973843403777,83.71000000000001,359.87900000000013,0.4006000000000005,1,4,6,1,15,3,22,15,3,3,0
c1ccc(c(c1)NC(=O)Nc2cccc(c2)C(F)(F)F)Sc3ncc(s3)[N+](=O)[O-],9.66040626648102,97.16,440.4280000000001,5.865300000000001,2,6,5,3,12,2,11,17,4,3,3
c1ccc(c(c1)NS(=O)(=O)c2cc(sc2Cl)Cl)SCc3cccc(c3F)Cl,8.716911562513202,46.17,482.8380000000001,6.940500000000002,1,4,6,3,10,2,11,17,1,2,1
c1ccc(c(c1)OCC(=O)Nc2c3c([nH]cn3)ncn2)F,7.00436480540245,92.78999999999999,287.254,1.5094999999999994,2,5,4,3,6,1,10,13,5,2,1
c1ccc(cc1)C(C2CCCCC2)N3CCN(CC3)C(=O)CCl,9.19140879748054,23.55,334.89099999999996,3.6910000000000025,0,2,4,1,18,1,27,19,2,1,0
c1ccc(cc1)C(C2CCOCC2)N3CCN(CC3)C(=O)CCl,8.7726275565884,32.78,336.86300000000006,2.537300000000001,0,3,4,1,18,1,25,18,2,2,0
c1ccc(cc1)C(c2ccccc2)N3CCN(CC3)C(=O)CCl,9.413596422413756,23.55,328.84299999999996,3.1590000000000016,0,2,4,2,12,1,21,19,2,1,0
c1ccc(cc1)C2C3(CC(C3)(O2)CNCc4ccc5c(c4)OCC5)C(=O)O,7.00436480540245,67.79,365.42900000000014,3.0862000000000007,2,4,6,2,18,1,23,22,1,4,0
c1ccc(cc1)CCNC(=O)[C@@H](c2ccccc2)N3Cc4ccccc4C3=O,7.00436480540245,49.410000000000004,370.45200000000017,3.742600000000003,1,2,6,3,11,2,22,24,2,2,0
c1ccc(cc1)CCNS(=O)(=O)c2cccc3c2nc(s3)NC(=O)CCl,8.068154729656165,88.16,409.9200000000001,2.994600000000001,2,5,7,3,9,3,16,17,3,3,0
c1ccc(cc1)CN(c2ccc(cc2)N3CCOCC3)C(=O)Cn4c5ccccc5nn4,7.740715273970121,63.49,427.50800000000015,3.5013000000000023,0,6,6,4,13,1,25,25,5,2,0
c1ccc(cc1)CN2CCC(C2=O)Nc3c4c([nH]cn4)ncn3,7.00436480540245,86.8,308.345,1.5658999999999996,2,5,4,3,9,1,16,16,6,1,0
c1ccc(cc1)CN2CCC(c3c2ccc(c3)Cl)C(=O)Nc4cncc5c4cccc5,8.807668092167093,45.230000000000004,427.9350000000001,6.020800000000005,1,3,4,4,11,1,22,26,3,1,0
c1ccc(cc1)CN2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cccc4,7.726823942665064,56.410000000000004,347.418,2.4861000000000004,1,3,3,3,10,2,21,21,3,2,0
c1ccc(cc1)CN2c3ccc(cc3C(=O)C2=O)[N+](=O)[O-],7.570127960213542,80.52,282.255,2.3243,0,4,3,2,8,3,10,15,2,4,0
c1ccc(cc1)COc2ccc(cc2)n3c(nnc3Sc4ncc(s4)[N+](=O)[O-])c5ccco5,9.180771989853994,109.11,477.52700000000016,5.622200000000003,0,10,8,5,9,1,15,22,5,4,0
c1ccc(cc1)CS(=O)(=O)c2ncc(c(n2)C(=O)NCc3ccc4c(c3)OCO4)Cl,9.293150304146543,107.48000000000002,445.88400000000024,2.762600000000001,1,7,6,3,12,3,16,20,3,5,0
c1ccc(cc1)C[C@H]2CN(CCN2C(=O)CCl)Cc3cccc(c3)Cl,7.724672172229308,23.55,377.31500000000005,3.8343000000000025,0,2,5,2,14,1,22,20,2,1,0
c1ccc(cc1)Cc2ncc(s2)CN3CCN(CC3)C(=O)CCl,7.461292172872575,36.440000000000005,349.88700000000017,2.616900000000001,0,4,5,2,13,1,20,17,3,1,0
c1ccc(cc1)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cccc4,7.982852994736412,56.410000000000004,333.39099999999996,2.4905,1,3,2,3,9,2,19,20,3,2,0
c1ccc(cc1)N2CCN(CC2)C(=O)c3cncc4c3cccc4,8.139440632232985,36.44,317.392,3.1972000000000014,0,3,2,3,9,1,19,20,3,1,0
c1ccc(cc1)NC(=O)Cc2cncc3c2cccc3,7.3460404746272285,41.99,262.31199999999995,3.4160000000000013,1,2,3,3,4,1,14,17,2,1,0
c1ccc(cc1)Nc2nc3ccccc3c(=O)o2,9.440293926619026,55.13,238.24599999999998,2.9316000000000004,1,4,2,3,2,1,10,14,2,2,0
c1ccc(cc1)S(=O)(=O)c2c(oc(n2)c3ccc(cc3)F)S(=O)(=O)Cc4ccccc4F,10.003436885303342,94.31,475.49400000000014,4.4265000000000025,0,6,6,4,8,4,15,22,1,5,2
c1ccc(cc1)[C@H](C(=O)NCC2=SC=CC2)N3Cc4ccccc4C3=O,7.086266388363283,49.410000000000004,364.47000000000014,3.055200000000002,2,2,5,2,13,4,20,21,2,2,0
c1ccc(cc1)[C@H](C(=O)NCc2cccs2)N3Cc4ccccc4C3=O,7.086266388363283,49.410000000000004,362.4540000000001,3.7616000000000023,1,3,5,3,10,2,18,21,2,2,0
c1ccc(cc1)[C@H](C(=O)Nc2ccc(cc2)Cl)N3Cc4ccccc4C3=O,7.1869528674819465,49.410000000000004,376.84300000000013,4.675800000000003,1,2,4,3,10,2,17,22,2,2,0
c1ccc(cc1)[C@H](C(=O)Nc2ccc(cc2)F)N3Cc4ccccc4C3=O,7.00436480540245,49.410000000000004,360.3880000000001,4.161500000000003,1,2,4,3,10,2,17,22,2,2,1
c1ccc(cc1)[C@H](C(=O)Nc2cccc(c2)F)N3Cc4ccccc4C3=O,7.222445123109489,49.410000000000004,360.3880000000001,4.161500000000003,1,2,4,3,10,2,17,22,2,2,1
c1ccc(cc1)[C@H](C(=O)Nc2ccccc2)N3Cc4ccccc4C3=O,7.000862190243663,49.410000000000004,342.3980000000001,4.022400000000003,1,2,4,3,9,2,18,22,2,2,0
c1ccc(cc1)[C@H](C(=O)Nc2ccccc2C#N)N3Cc4ccccc4C3=O,7.237679169811981,73.2,367.40800000000013,3.8940800000000024,1,3,4,3,10,2,17,23,3,2,0
c1ccc(cc1)[C@H](C(=O)Nc2cccnc2)N3Cc4ccccc4C3=O,7.22479420449711,62.300000000000004,343.3860000000001,3.4174000000000015,1,3,4,3,9,2,17,21,3,2,0
c1ccc(cc1)[C@H](C(=O)Nc2ccncc2)N3Cc4ccccc4C3=O,7.00436480540245,62.300000000000004,343.3860000000001,3.4174000000000015,1,3,4,3,9,2,17,21,3,2,0
c1ccc(cc1)[C@H](C(=O)O)N2Cc3ccccc3C2=O,8.93682201366674,57.61,267.284,2.4683,1,2,3,2,8,2,13,16,1,3,0
c1ccc(cc1)c2cc(n3c(n2)ncn3)Sc4nnc(o4)c5cccs5,9.816778331182627,82.0,378.44200000000006,4.054000000000001,0,9,4,5,4,0,10,17,6,1,0
c1ccc(cc1)c2ccc(cc2)N(CC(=O)N3CCNCC3)C(=O)Cn4c5ccccc5nn4,7.00436480540245,83.36,454.53400000000016,2.563300000000001,1,6,6,4,14,2,26,26,6,2,0
c1ccc(cc1)c2ccc(cc2)N(CC(=O)N3CCNCC3)C(=O)Cn4cc(nn4)CN,7.00436480540245,109.38,433.5160000000002,0.8688000000000005,2,7,7,3,16,2,27,23,7,2,0
c1ccc(cc1)c2ccc(cn2)N(Cc3cscn3)C(=O)Cn4cc(nn4)CN,7.00436480540245,102.82000000000001,405.4870000000002,2.4886999999999992,1,8,7,4,9,1,19,20,7,1,0
c1ccc(cc1)c2ccncc2NC(=O)Cc3cccc(c3)Cl,7.599742168935629,41.99,322.79499999999996,4.583200000000002,1,2,4,3,6,1,15,19,2,1,0
c1ccc(cc1)c2ncc(cn2)N(Cc3ccccn3)C(=O)Cn4c5ccccc5nn4,7.00436480540245,89.69000000000001,421.46400000000017,3.516700000000001,0,7,6,5,7,1,19,24,7,1,0
c1ccc(cc1)c2nnn(n2)CC(=O)NC(c3cccc(c3)Cl)C(=O)Nc4cncc5c4cccc5,7.45851594110784,114.69000000000001,497.9460000000002,4.037900000000002,2,7,7,5,10,2,20,26,7,2,0
c1ccc2c(c1)C(=O)C(=O)N2Cc3ccc(cc3)Br,9.126424021009797,37.38,316.154,3.178600000000002,0,2,2,2,7,2,10,15,1,2,0
c1ccc2c(c1)C(C(=O)N2)NC(=O)Cc3cccc(c3)Cl,7.00436480540245,58.2,300.745,2.692100000000001,2,2,3,2,9,2,13,16,2,2,0
c1ccc2c(c1)C(CCO2)C(=O)Nc3nncn3C4CC4,7.00436480540245,69.03999999999999,284.3190000000001,2.1178,1,5,3,2,12,1,16,15,4,2,0
c1ccc2c(c1)C(CCS2(=O)=O)C(=O)Nc3nncn3C4CC4,7.571156746622936,93.94999999999999,332.38500000000005,1.5126999999999997,1,6,3,2,12,3,16,15,4,3,0
c1ccc2c(c1)C(N=N2)NC(=O)C3CCOc4c3cc(cc4)Cl,7.00436480540245,63.05,327.77099999999996,4.118400000000002,1,4,2,2,12,2,14,17,3,2,0
c1ccc2c(c1)CN(CC2c3cccc(c3)C#N)C(=O)CCl,8.841329945122208,44.1,310.7840000000001,3.271180000000002,0,2,2,2,10,1,15,18,2,1,0
c1ccc2c(c1)CN(CC2c3cccc(c3)N)C(=O)CCl,7.942537896250752,46.33,300.789,2.981700000000001,1,2,2,2,10,1,17,17,2,1,0
c1ccc2c(c1)c(=O)n(cn2)NC(=O)Cc3cc(cc(c3)Cl)OC4CC(=O)N4,7.00436480540245,102.32,398.8060000000001,1.5874999999999997,2,6,5,3,11,3,15,19,4,4,0
c1ccc2c(c1)c(=O)n(cn2)NC(=O)Cc3cccc(c3)Cl,7.00436480540245,63.99,313.744,2.3627000000000002,1,4,3,3,5,2,12,16,3,2,0
c1ccc2c(c1)c([nH]n2)NC(=O)C3CCOc4c3cc(cc4)Cl,7.00436480540245,67.01,327.77099999999996,3.7211000000000016,2,3,2,3,9,1,14,17,3,2,0
c1ccc2c(c1)c(c[nH]c2=O)NC(=O)C3CCOc4c3cc(cc4)Cl,7.077156608561131,71.19,354.793,3.686300000000002,2,3,2,3,9,2,15,19,2,3,0
c1ccc2c(c1)c(cc(=O)[nH]2)C(=O)N3CCN(C(=O)C3)c4cccc(c4)Cl,8.017128706073548,73.48,381.8190000000001,2.6705000000000005,1,3,2,3,10,3,16,20,3,3,0
c1ccc2c(c1)c(cc(=O)[nH]2)C(=O)N3CCN(CC3)c4ccc(cc4)F,7.278338349332568,56.410000000000004,351.38100000000003,2.629600000000001,1,3,2,3,10,2,18,20,3,2,1
c1ccc2c(c1)c(cc(=O)[nH]2)C(=O)N3CCN(CC3)c4cccc(c4)C(F)(F)F,8.248222597054557,56.410000000000004,401.38800000000003,3.5093000000000023,1,3,2,3,13,2,18,21,3,2,3
c1ccc2c(c1)c(cc(=O)[nH]2)C(=O)N3CCN(CC3)c4cccc(c4)Cl,8.659651821815473,56.410000000000004,367.836,3.1439000000000012,1,3,2,3,10,2,18,20,3,2,0
c1ccc2c(c1)c(cc(=O)[nH]2)C(=O)NCCOc3cc(cc(c3)Cl)OC4CC(=O)N4,8.928067789460352,109.52000000000001,427.8440000000001,2.2150999999999996,3,5,7,3,13,3,18,21,3,5,0
c1ccc2c(c1)c(cc(=O)[nH]2)NC(=O)C3CCOc4c3cc(cc4)Cl,7.318594271505225,71.19,354.793,3.686300000000002,2,3,2,3,9,2,15,19,2,3,0
c1ccc2c(c1)c(cc(=O)[nH]2)NC(=O)Cc3cc(cc(c3)Cl)OC4CC(=O)N4,7.00436480540245,100.28999999999999,397.81800000000015,2.5874999999999995,3,4,5,3,11,3,16,20,3,4,0
c1ccc2c(c1)c(cnn2)NC(=O)Cc3cccc(c3)Cl,7.00436480540245,54.88,297.745,3.4644000000000013,1,3,3,3,5,1,12,16,3,1,0
c1ccc2c(c1)c(co2)CNC(=O)C3CCc4nnc(n4C3)c5ccc(cc5)O,7.00436480540245,93.18000000000002,388.4270000000001,3.275700000000002,2,6,4,4,11,1,20,22,4,3,0
c1ccc2c(c1)c(n[nH]2)NC(=O)C3CCOc4c3cc(cc4)Cl,7.00436480540245,67.01,327.77099999999996,3.7211000000000016,2,3,2,3,9,1,14,17,3,2,0
c1ccc2c(c1)c(n[nH]2)NC(=O)Cc3cccc(c3)Cl,7.00436480540245,57.78,285.734,3.397500000000001,2,2,3,3,5,1,12,15,3,1,0
c1ccc2c(c1)c(nc(n2)c3cccnc3)C4CCN(CC4)C(=O)CCl,7.828185191308784,58.980000000000004,366.8520000000002,3.6366000000000023,0,4,3,3,11,1,19,20,4,1,0
c1ccc2c(c1)c(nn2C(=O)Cc3cccc(c3)Cl)N,7.00436480540245,60.91,285.73400000000004,3.1548,1,4,2,3,5,1,12,15,3,1,0
c1ccc2c(c1)cc(cc2CN3CCN(CC3)C(=O)CCl)C#N,8.934653966745215,47.34,327.81499999999994,2.59448,0,3,3,2,12,1,18,18,3,1,0
